name,title,source,courtesy_name,pseudonym,birth_year,birth_year_type,death_year,death_year_type,native_place,hometown_province,hometown_city,hometown_county,town,village,source_area,period,faction,summary,crimes,fate,residence_changes,harm_level,harm_name,harm_desc,period_raw,period_note,period_start,period_end,merged_count
钟彬,无明确汉奸记载,hanjian,,,,,,,云南昆明呈贡,云南,昆明,呈贡,,,云南_昆明_呈贡,无,,,国民党军将领，抗战时期参加远征军入缅作战，无汉奸记载。,未知,,D,丁级,无明确职位或一般帮凶,无,,,,2
陈明仁,无明确汉奸记载,hanjian,,,,,,,云南昆明呈贡,云南,昆明,呈贡,,,云南_昆明_呈贡,无,,,国民党军将领，抗战时期参加远征军入缅作战，无汉奸记载。,未知,,D,丁级,无明确职位或一般帮凶,无,,,,2
张轸,无明确汉奸记载,hanjian,,,,,,,云南昆明呈贡,云南,昆明,呈贡,,,云南_昆明_呈贡,无,,,国民党军将领，抗战时期参加远征军入缅作战，无汉奸记载。,未知,,D,丁级,无明确职位或一般帮凶,无,,,,2
卢浚泉,无明确汉奸记载,hanjian,,,,,,,云南昆明呈贡,云南,昆明,呈贡,,,云南_昆明_呈贡,无,,,滇军将领，抗战时期参加抗战，无汉奸记载。,未知,,D,丁级,无明确职位或一般帮凶,无,,,,2
龙泽汇,无明确汉奸记载,hanjian,,,,,,,云南昆明呈贡,云南,昆明,呈贡,,,云南_昆明_呈贡,无,,,滇军将领，抗战时期参加抗战，无汉奸记载。,未知,,D,丁级,无明确职位或一般帮凶,无,,,,2
陇耀,无明确汉奸记载,hanjian,,,,,,,云南昆明呈贡,云南,昆明,呈贡,,,云南_昆明_呈贡,无,,,滇军将领，抗战时期参加抗战，无汉奸记载。,未知,,D,丁级,无明确职位或一般帮凶,无,,,,2
白肇学,无明确汉奸记载,hanjian,,,,,,,云南昆明呈贡,云南,昆明,呈贡,,,云南_昆明_呈贡,无,,,滇军将领，抗战时期参加抗战，无汉奸记载。,未知,,D,丁级,无明确职位或一般帮凶,无,,,,2
潘朔端,无明确汉奸记载,hanjian,,,,,,,云南昆明呈贡,云南,昆明,呈贡,,,云南_昆明_呈贡,无,,,滇军将领，抗战时期参加抗战，无汉奸记载。,未知,,D,丁级,无明确职位或一般帮凶,无,,,,2
李根源,未任伪职，但曾被日伪拉拢未成,hanjian,,,,,,,云南保山腾冲；云南昆明,云南,保山,腾冲,,,云南_昆明_安宁；云南_昆明_官渡；云南_昆明_寻甸；云南_昆明_晋宁；云南_昆明_盘龙,1931-1945,,,云南腾冲人，辛亥革命元老。日军侵占腾龙地区后曾企图拉拢其出面维持，李根源坚决拒绝并避走昆明，未附逆。；云南腾冲人，辛亥革命元老，抗战期间在云南主张抗日，日伪曾试图拉拢其附逆，未从。此条为排除性说明，非汉奸。；云南腾冲人，辛亥革命元老。抗战期间在云南主张抗日，日伪曾试图拉拢其合作，但其拒绝附逆。此条仅作排除性说明，非汉奸。；云南腾冲人，辛亥革命元老。日军侵占滇西期间曾试图拉拢其附逆，李根源坚决拒绝，未任伪职。此条为排除性说明，非汉奸。；云南腾冲人，辛亥革命元老。日军侵占滇西期间，日伪曾企图拉拢其出任伪职，李根源坚决拒绝，未附逆。此条为排除性说明，非汉奸。,未知,,D,丁级,无明确职位或一般帮凶,1942-1945；1931-1945；1937-1945,,1931,1945,5
龙云,云南省政府主席（抗战时期）,hanjian,,,,,,,云南昆明安宁；云南昭通；云南普洱西,云南,昆明,安宁,,,云南_昆明_安宁；云南_昆明_盘龙；云南_曲靖,1927-1945,,,主政云南期间坚持抗日，组织滇军出滇抗战，支持滇缅公路修建，未附逆。；云南昭通人，主政云南期间坚持抗日，派滇军出滇抗战，未附逆。此条为排除性说明，非汉奸。；主政云南期间坚持抗战，未附逆；但其所部部分地方势力在滇西沦陷区与日伪有暧昧接触。,未知,,D,丁级,无明确职位或一般帮凶,1927-1945；1931-1945,,1927,1945,3
卢汉,滇军将领、第一集团军总司令,hanjian,,,,,,,云南昭通；山东枣庄台儿庄,云南,昭通,,,,云南_昆明_安宁；云南_昆明_盘龙,1931-1945,,,率滇军参加台儿庄等战役，坚持抗日，未附逆。；云南昭通人，率滇军参加台儿庄等战役，坚持抗日，未附逆。此条为排除性说明，非汉奸。,未知,,A,甲级,省部级/大军区级要员,1937-1945；1931-1945,,1931,1945,2
张冲,滇军将领、新三军军长,hanjian,,,,,,,山东枣庄台儿庄,,,,,,云南_昆明_安宁,1937-1945,,,率部参加台儿庄战役，后因倾向进步被撤职，坚持抗日立场。,未知,,B,乙级,市县厅局级,1937-1945,,1937,1945,1
李弥,国民革命军将领,hanjian,,,,,,,云南保山腾冲,云南,保山,腾冲,,,云南_昆明_安宁,1937-1945,,,云南腾冲人，参加抗战，未附逆。,未知,,D,丁级,无明确职位或一般帮凶,1937-1945,,1937,1945,1
刀安仁,干崖宣抚司土司,hanjian,,,,,,,云南德宏盈江,云南,德宏,盈江,,,云南_昆明_安宁,清末-民国,,,云南盈江人，辛亥革命先驱，未附逆。,未知,,D,丁级,无明确职位或一般帮凶,清末-民国,,,,1
罕华基,遮放土司,hanjian,,,,,,,云南昆明安宁；云南普洱西,云南,昆明,安宁,,,云南_昆明_安宁,1942-1945,,,日军侵占滇西时，遮放土司区被占，部分土司被迫与日军周旋，但罕华基坚持抗日立场。,未知,,D,丁级,无明确职位或一般帮凶,1942-1945,,1942,1945,1
龚绶,南甸宣抚司土司,hanjian,,,,,,,云南昆明安宁；云南普洱西,云南,昆明,安宁,,,云南_昆明_安宁,1942-1945,,,滇西沦陷期间，南甸土司区被日军控制，龚绶曾被迫与日军接触，但未积极附逆。,未知,,D,丁级,无明确职位或一般帮凶,1942-1945,,1942,1945,1
多永安,陇川土司,hanjian,,,,,,,云南昆明安宁；福建三明永安,云南,昆明,安宁,,,云南_昆明_安宁,1942-1945,,,滇西沦陷期间，陇川土司区被日军占领，多永安曾被迫维持地方，但未积极附逆。,未知,,D,丁级,无明确职位或一般帮凶,1942-1945,,1942,1945,1
线光天,潞江土司,hanjian,,,,,,,云南昆明安宁；云南普洱西,云南,昆明,安宁,,,云南_昆明_安宁,1942-1945,,,滇西沦陷期间，潞江土司区被日军控制，线光天曾被迫与日军周旋。,未知,,D,丁级,无明确职位或一般帮凶,1942-1945,,1942,1945,1
杨绍曾,腾冲维持会会长,hanjian,,,,,,,云南昆明安宁；云南保山腾冲,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,日军侵占腾冲后，出面组织维持会，为日军征派粮秣、拉夫，协助日军维持占领秩序。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
董友芹,腾冲伪维持会副会长,hanjian,,,,,,,云南昆明安宁；云南保山腾冲,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,协助杨绍曾组织腾冲维持会，为日军服务。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
李子盛,腾冲伪警察局长,hanjian,,,,,,,云南保山腾冲,,,,,,云南_昆明_安宁,1942-1944,,,日军占领腾冲期间，出任伪警察局长，协助日军维持治安、镇压抗日活动。,未知,,B,乙级,市县厅局级,1942-1944,,1942,1944,2
赵鹏,龙陵伪维持会副会长,hanjian,,,,,,,云南昆明安宁；云南保山龙陵,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,协助张德辉组织龙陵维持会，为日军服务。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
杨世焯,芒市维持会会长,hanjian,,,,,,,云南昆明安宁；云南德宏芒市,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,日军侵占芒市后，出面组织维持会，为日军征派粮秣、拉夫。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
方克光,芒市土司代办、伪维持会成员,hanjian,,,,,,,云南昆明安宁；云南德宏芒市,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,芒市土司方氏家族成员，日军占领期间曾参与维持会活动。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
方克胜,芒市土司代办,hanjian,,,,,,,云南昆明安宁；云南德宏芒市,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,芒市土司方氏家族成员，日军占领期间曾被迫与日军周旋。,未知,,D,丁级,无明确职位或一般帮凶,1942-1944,,1942,1944,2
刀京版,南甸土司、伪维持会成员,hanjian,,,,,,,云南昆明安宁,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,南甸土司刀氏家族成员，日军占领期间曾参与维持会活动。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
龚统政,南甸土司、伪维持会成员,hanjian,,,,,,,云南昆明安宁,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,南甸土司龚氏家族成员，日军占领期间曾参与维持会活动。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
思鸿升,陇川土司、伪维持会成员,hanjian,,,,,,,云南昆明安宁；云南德宏陇川,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,陇川土司思氏家族成员，日军占领期间曾参与维持会活动。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
多建勋,陇川土司、伪维持会成员,hanjian,,,,,,,云南昆明安宁；云南德宏陇川,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,陇川土司多氏家族成员，日军占领期间曾参与维持会活动。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
线永福,潞江土司、伪维持会成员,hanjian,,,,,,,云南昆明安宁,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,潞江土司线氏家族成员，日军占领期间曾参与维持会活动。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
蒋宗汉,腾冲伪维持会成员,hanjian,,,,,,,云南昆明安宁；云南保山腾冲,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,腾冲地方士绅，日军占领期间参与维持会活动。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
寸树声,腾冲伪维持会成员,hanjian,,,,,,,云南昆明安宁；云南保山腾冲,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,腾冲地方士绅，日军占领期间参与维持会活动。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
李曰垓,腾冲伪维持会成员,hanjian,,,,,,,云南昆明安宁；云南保山腾冲,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,腾冲地方士绅，日军占领期间参与维持会活动。,未知,,C,丙级,基层维持会/地方自治头目,1942-1944,,1942,1944,2
张问德,腾冲抗日县长,hanjian,,,,,,,云南昆明安宁；云南保山腾冲,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,腾冲沦陷后出任抗日县长，坚持敌后抗战，未附逆。,未知,,C,丙级,基层头目,1942-1944,,1942,1944,1
刘楚湘,腾冲抗日临时县务委员会主任,hanjian,,,,,,,云南昆明安宁；云南保山腾冲,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,腾冲沦陷后组织抗日临时县务委员会，坚持抗战，未附逆。,未知,,C,丙级,基层头目,1942-1944,,1942,1944,1
徐友藩,腾冲抗日武装领导人,hanjian,,,,,,,云南昆明安宁；云南保山腾冲,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,腾冲沦陷后组织抗日武装，坚持敌后抗战，未附逆。,未知,,D,丁级,无明确职位或一般帮凶,1942-1944,,1942,1944,1
梁正中,腾冲抗日武装领导人,hanjian,,,,,,,云南昆明安宁；云南保山腾冲,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,腾冲沦陷后组织抗日武装，坚持敌后抗战，未附逆。,未知,,D,丁级,无明确职位或一般帮凶,1942-1944,,1942,1944,1
朱嘉锡,龙潞游击队司令,hanjian,,,,,,,云南昆明安宁；云南保山龙陵,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,组织龙潞抗日游击队，在龙陵、潞西一带坚持敌后抗战，未附逆。,未知,,C,丙级,基层头目,1942-1944,,1942,1944,1
常绍群,龙潞游击队副司令,hanjian,,,,,,,云南昆明安宁,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,协助朱嘉锡组织龙潞抗日游击队，坚持敌后抗战，未附逆。,未知,,C,丙级,基层头目,1942-1944,,1942,1944,1
杨思敬,潞西抗日游击队领导人,hanjian,,,,,,,云南昆明安宁；云南普洱西,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,组织潞西抗日游击队，坚持敌后抗战，未附逆。,未知,,D,丁级,无明确职位或一般帮凶,1942-1944,,1942,1944,1
赵宝贤,滇西抗日游击队领导人,hanjian,,,,,,,云南昆明安宁；云南普洱西,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,组织滇西抗日游击队，坚持敌后抗战，未附逆。,未知,,D,丁级,无明确职位或一般帮凶,1942-1944,,1942,1944,1
赵宝忠,滇西抗日游击队领导人,hanjian,,,,,,,云南昆明安宁；云南普洱西,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,组织滇西抗日游击队，坚持敌后抗战，未附逆。,未知,,D,丁级,无明确职位或一般帮凶,1942-1944,,1942,1944,1
杨文榜,滇西抗日游击队领导人,hanjian,,,,,,,云南昆明安宁；云南普洱西,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,组织滇西抗日游击队，坚持敌后抗战，未附逆。,未知,,D,丁级,无明确职位或一般帮凶,1942-1944,,1942,1944,1
李国清,滇西抗日游击队领导人,hanjian,,,,,,,云南昆明安宁；云南普洱西,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,组织滇西抗日游击队，坚持敌后抗战，未附逆。,未知,,D,丁级,无明确职位或一般帮凶,1942-1944,,1942,1944,1
杨绍云,滇西抗日游击队领导人,hanjian,,,,,,,云南昆明安宁；云南普洱西,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,组织滇西抗日游击队，坚持敌后抗战，未附逆。,未知,,D,丁级,无明确职位或一般帮凶,1942-1944,,1942,1944,1
杨绍林,滇西抗日游击队领导人,hanjian,,,,,,,云南昆明安宁；云南普洱西,云南,昆明,安宁,,,云南_昆明_安宁,1942-1944,,,组织滇西抗日游击队，坚持敌后抗战，未附逆。,未知,,D,丁级,无明确职位或一般帮凶,1942-1944,,1942,1944,1
