姓名,籍贯,省份,城市,身份标签,严重度,恶性事件类型,涉及事件名称,罪行摘要,恶性事件详情,结局
张世昌,中阳,山西,吕梁,[伪中阳警备大队长],MEDIUM,清乡,,伪职：伪中阳警备大队长；罪行：带队下乡清乡，抓捕抗日积极分子。；结局：解放后镇压处决,罪行：带队下乡清乡，抓捕抗日积极分子。,解放后镇压处决
张二贵,柳林（临县交界）,山西,吕梁,[据点汉奸特务],MEDIUM,杀害、杀害抗日,,伪职：据点汉奸特务；罪行：投靠日军，搜集情报，抓捕杀害抗日干部，四处敲诈百姓吕梁新闻网。；结局：解放后公审处决,罪行：投靠日军，搜集情报，抓捕杀害抗日干部，四处敲诈百姓吕梁新闻网。,解放后公审处决
张修明,不详,,,"[特务, 清乡, 县长]",MEDIUM,清乡,,伪任职务：汪伪镇江清乡公署副主任，伪镇江县（清乡特区）署长、伪县长；主持镇江清乡，编组自卫团、强化特务情报网络，迫害抗日力量镇江文明网。。结局：抗战胜利捕获，判处死刑,伪任职务：汪伪镇江清乡公署副主任，伪镇江县（清乡特区）署长、伪县长；主持镇江清乡，编组自卫团、强化特务情报网络，迫害抗日力量镇江文明网。。结局：抗战胜利捕获，判处死刑,抗战胜利捕获，判处死刑
张克武,德化山区党史学习教...,福建,泉州,[伪德化自治军司令（张雄南侄子）],MEDIUM,围剿,,伪职：伪德化自治军司令（张雄南侄子）；罪行：协助张雄南勾结日谍，招拢土匪扩充伪武装，在德化境内搜集情报，煽动叛乱。；结局：1939 年围剿战斗中被击毙。,结局：1939 年围剿战斗中被击毙。,1939 年围剿战斗中被击毙。
张公度,襄垣,山西,长治,[伪襄垣县县长],MEDIUM,清乡,,伪职：伪襄垣县县长；罪行：建立襄垣伪县公署，推行保甲，配合日军清乡。；结局：上党战役被俘，后审判处决。,罪行：建立襄垣伪县公署，推行保甲，配合日军清乡。,上党战役被俘，后审判处决。
张公度,襄垣,山西,长治,[伪襄垣县县长],MEDIUM,清乡,,伪职：伪襄垣县县长；罪行：建立襄垣伪县公署，推行保甲，配合日军清乡。；结局：上党战役被俘，后审判处决。,罪行：建立襄垣伪县公署，推行保甲，配合日军清乡。,上党战役被俘，后审判处决。
张凤海,南皮,河北,沧州,[伪南皮警备大队长；铁杆伪军，多次下乡清乡。],MEDIUM,清乡,,伪职：伪南皮警备大队长；铁杆伪军，多次下乡清乡。；结局：南皮解放被俘处死,铁杆伪军，多次下乡清乡。,南皮解放被俘处死
张勉,浙江嘉兴,浙江,嘉兴,"[军长, 清乡, 县长]",MEDIUM,清乡,,伪任职务：伪嘉兴县县长，协助日军掠夺蚕丝粮食，推行清乡。结局：抗战胜利公审枪决,伪任职务：伪嘉兴县县长，协助日军掠夺蚕丝粮食，推行清乡。结局：抗战胜利公审枪决,抗战胜利公审枪决
张同文,夏县,山西,运城,[伪夏县保安大队长],MEDIUM,扫荡,,伪职：伪夏县保安大队长；罪行：盘踞夏县、安邑一带，多次配合日军扫荡中条山北麓，部下刘平（杀人魔王）大肆捕杀抗日军民。；结局：解放后公审枪决,罪行：盘踞夏县、安邑一带，多次配合日军扫荡中条山北麓，部下刘平（杀人魔王）大肆捕杀抗日军民。,解放后公审枪决
张哲生,睢宁全境,江苏,徐州,[伪睢宁县县长],MEDIUM,清乡、围剿,,伪职：伪睢宁县县长；罪行：伪县长任期三年，执行日军清乡政策，出动伪县大队配合日军围剿抗日武装，迫害爱国群众。；结局：抗战胜利后逮捕法办。,罪行：伪县长任期三年，执行日军清乡政策，出动伪县大队配合日军围剿抗日武装，迫害爱国群众。,抗战胜利后逮捕法办。
张四朗,当涂、濮塘、采石,安徽,马鞍山,[汪伪当涂县后期县长、伪保安大队长],MEDIUM,围剿,,伪职：汪伪当涂县后期县长、伪保安大队长；罪行：张星侪之弟，青帮骨干；历任伪保安课长、警察局长，后行贿罗君强出任伪县长；多次率伪军配合日军围剿新四军当芜游击根据地，搜刮土地财产，残害爱国群众抖音百科。；结局：1949 年后镇反公审枪决。,多次率伪军配合日军围剿新四军当芜游击根据地，搜刮土地财产，残害爱国群众抖音百科。,1949 年后镇反公审枪决。
张奚若,濛江（靖宇县）、临江一带,吉林,白山,[原抗联一军机枪射手，伪讨伐队队员],MEDIUM,围剿,,伪职：原抗联一军机枪射手，伪讨伐队队员；罪行：随程斌叛变；参与围剿杨靖宇三道崴子战斗，开枪射击杨靖宇；参与分割遗体邀功新华网。；结局：改名换姓隐匿，80 年代病亡。,参与围剿杨靖宇三道崴子战斗，开枪射击杨靖宇,改名换姓隐匿，80 年代病亡。
张子耀,冀县北尉迟,河北,衡水,[伪冀县警备团副团长；土匪出身，驻防垒头、码头李据点，多次扫荡滏阳河两岸，抓捕县区干部。],MEDIUM,扫荡,,伪职：伪冀县警备团副团长；土匪出身，驻防垒头、码头李据点，多次扫荡滏阳河两岸，抓捕县区干部。；结局：冀县解放被俘，公审枪决,土匪出身，驻防垒头、码头李据点，多次扫荡滏阳河两岸，抓捕县区干部。,冀县解放被俘，公审枪决
张守业,乌衣（津浦铁路重镇）,安徽,滁州,[乌衣镇伪维持会长],MEDIUM,扫荡,,伪职：乌衣镇伪维持会长；罪行：乌衣头号汉奸，迎接日军进驻，办理良民证，征夫征粮，充当向导，配合铁路沿线扫荡。；结局：抗战胜利后判处死刑。,罪行：乌衣头号汉奸，迎接日军进驻，办理良民证，征夫征粮，充当向导，配合铁路沿线扫荡。,抗战胜利后判处死刑。
张少华,武进奔牛,江苏,常州,"[军长, 师长]",MEDIUM,扫荡,,伪任职务：原国民党游击武装头目，公开投靠日伪，汪伪伪军第 22 师师长，盘踞常州、武进、宜兴一带，配合日军扫荡，作恶极多。。结局：抗战胜利被国民政府收编，后因汉奸罪行被处决,伪任职务：原国民党游击武装头目，公开投靠日伪，汪伪伪军第 22 师师长，盘踞常州、武进、宜兴一带，配合日军扫荡，作恶极多。。结局：抗战胜利被国民政府收编，后因汉奸罪行被处决,抗战胜利被国民政府收编，后因汉奸罪行被处决
张少武,凤台县城,安徽,淮南,[伪凤台县警察局局长],MEDIUM,扫荡,,伪职：伪凤台县警察局局长；罪行：执掌伪警察、侦缉队，城内搜捕爱国青年，下乡配合伪军扫荡，推行良民证、户口盘查。；结局：抗战胜利后公审枪决。,罪行：执掌伪警察、侦缉队，城内搜捕爱国青年，下乡配合伪军扫荡，推行良民证、户口盘查。,抗战胜利后公审枪决。
张岚峰,河南柘城,河南,商丘,"[军长, 司令, 总司令]",MEDIUM,扫荡,,伪任职务：豫东最大伪军，伪第二集团军总司令，盘踞商丘柘城，兵力两万余，多次扫荡根据地。结局：抗战后被国民党收编，解放战争被俘，羁押期间病逝狱中党史学习教...,伪任职务：豫东最大伪军，伪第二集团军总司令，盘踞商丘柘城，兵力两万余，多次扫荡根据地。结局：抗战后被国民党收编，解放战争被俘，羁押期间病逝狱中党史学习教...,抗战后被国民党收编，解放战争被俘，羁押期间病逝狱中党史学习教...
张慕韩,江西新建,江西,南昌,[县长],MEDIUM,围剿,,伪任职务：伪新建县县长，组建伪保安队，围剿赣西北抗日游击队。结局：镇反时期公审处决,伪任职务：伪新建县县长，组建伪保安队，围剿赣西北抗日游击队。结局：镇反时期公审处决,镇反时期公审处决
张敬浩,山东博山,山东,淄博,[首任伪上党道道尹],MEDIUM,扫荡,,伪职：首任伪上党道道尹；罪行：搭建伪上党道整套行政体系；推行治安强化、保甲连坐，强征粮食、煤炭、劳工，指挥各县伪政权配合日军扫荡太行根据地，推行新民会奴化教育。；结局：抗战胜利后逮捕，汉奸罪重判,推行治安强化、保甲连坐，强征粮食、煤炭、劳工，指挥各县伪政权配合日军扫荡太行根据地，推行新民会奴化教育。,抗战胜利后逮捕，汉奸罪重判
张敬浩,山东博山,山东,淄博,[首任伪上党道道尹],MEDIUM,扫荡,,伪职：首任伪上党道道尹；罪行：搭建伪上党道整套行政体系；推行治安强化、保甲连坐，强征粮食、煤炭、劳工，指挥各县伪政权配合日军扫荡太行根据地，推行新民会奴化教育。；结局：抗战胜利后逮捕，汉奸罪重判,推行治安强化、保甲连坐，强征粮食、煤炭、劳工，指挥各县伪政权配合日军扫荡太行根据地，推行新民会奴化教育。,抗战胜利后逮捕，汉奸罪重判
张星三,赣榆北部石桥、金山一带,江苏,连云港,[伪赣榆伪军头目],MEDIUM,扫荡,,伪职：伪赣榆伪军头目；罪行：土匪投敌，为日军充当向导，频繁下乡扫荡，劫掠乡村，抓捕抗日干部群众，祸害赣榆沿海地区。；结局：抗战后期在与抗日武装作战中被击毙。,罪行：土匪投敌，为日军充当向导，频繁下乡扫荡，劫掠乡村，抓捕抗日干部群众，祸害赣榆沿海地区。,抗战后期在与抗日武装作战中被击毙。
张星侪,当涂全县,安徽,马鞍山,[汪伪当涂县首任伪县长],MEDIUM,清乡,,伪职：汪伪当涂县首任伪县长；罪行：青帮头目，接替维持会，正式建立伪县公署；推行保甲良民证，强征铁矿劳工，配合日军清乡，管控长江渡口、采石码头抖音百科。；结局：抗战胜利后汉奸审判伏法。,推行保甲良民证，强征铁矿劳工，配合日军清乡，管控长江渡口、采石码头抖音百科。,抗战胜利后汉奸审判伏法。
张景唐,夏县,山西,运城,[伪夏县县长],MEDIUM,扫荡,,伪职：伪夏县县长；罪行：建立夏县伪政权，配合日军反复扫荡中条山北部，搜捕中条地委干部。；结局：战后逮捕判刑,罪行：建立夏县伪政权，配合日军反复扫荡中条山北部，搜捕中条地委干部。,战后逮捕判刑
张朴,应县,山西,朔州,[伪应县警备大队长],MEDIUM,扫荡,,伪职：伪应县警备大队长；罪行：伪蒙疆伪军主力，驻守应县；多次配合日军扫荡雁北，残害百姓；日本投降后投靠乔日成匪部抖音百科。；结局：解放后被俘处决,多次配合日军扫荡雁北，残害百姓,解放后被俘处决
张楚英,上虞丰惠、百官,浙江,绍兴,[伪上虞县县长],MEDIUM,扫荡,,伪职：伪上虞县县长；罪行：上虞伪政权主官，组建伪县公署与保安队，配合日军扫荡虞北平原，搜刮粮食蚕丝。；结局：抗战胜利后汉奸审判判处重刑。,罪行：上虞伪政权主官，组建伪县公署与保安队，配合日军扫荡虞北平原，搜刮粮食蚕丝。,抗战胜利后汉奸审判判处重刑。
张楚英,上虞丰惠、百官,浙江,绍兴,[伪上虞县县长],MEDIUM,扫荡,,伪职：伪上虞县县长；罪行：上虞伪政权主官，组建伪县公署与保安队，配合日军扫荡虞北平原，搜刮粮食蚕丝。；结局：抗战胜利后汉奸审判判处重刑。,罪行：上虞伪政权主官，组建伪县公署与保安队，配合日军扫荡虞北平原，搜刮粮食蚕丝。,抗战胜利后汉奸审判判处重刑。
张济传,不详,,,[县长],MEDIUM,扫荡,,伪任职务：第三任伪高邮县长，强化各乡镇伪政权，协助扫荡湖西抗日根据地。。结局：捕获后长期服刑,伪任职务：第三任伪高邮县长，强化各乡镇伪政权，协助扫荡湖西抗日根据地。。结局：捕获后长期服刑,捕获后长期服刑
张海峰,盘山甜水,辽宁,盘锦,[伪甜水村村长，地方土匪头目],MEDIUM,杀害、杀害革命,,伪职：伪甜水村村长，地方土匪头目；罪行：出任伪村长，为日伪搜集情报、摊派物资；光复后收拢伪警土匪，参加 11??19 武装叛乱，杀害革命干部群众。；结局：叛乱被粉碎后公审枪决。,光复后收拢伪警土匪，参加 11??19 武装叛乱，杀害革命干部群众。,叛乱被粉碎后公审枪决。
张海生,泗县张楼,安徽,宿州,[伪淮海省第六总队司令兼自卫团团长],MEDIUM,杀害、杀害革命,,伪职：伪淮海省第六总队司令兼自卫团团长；罪行：大地主恶霸，千余武装固守张楼大圩；与日军勾结，杀害革命军民百余人，与新四军交战百余次；张楼战斗造成我方重大伤亡。；结局：1951 年公审枪决。,与日军勾结，杀害革命军民百余人，与新四军交战百余次,1951 年公审枪决。
张海鹏,辽宁,辽宁,,[伪热河省省长兼热河警备总司令，热河头号大汉奸；1933 年充当日军先锋攻占承德；统筹全省集家并村，制造千里无人区；掠夺粮食矿产鸦片，指挥上万伪军反复扫荡冀热辽根据地，推行协和会奴化教育。],MEDIUM,扫荡,,伪职：伪热河省省长兼热河警备总司令，热河头号大汉奸；1933 年充当日军先锋攻占承德；统筹全省集家并村，制造千里无人区；掠夺粮食矿产鸦片，指挥上万伪军反复扫荡冀热辽根据地，推行协和会奴化教育。；结局：日本战败潜逃长春，被揭发抓捕，1951 公审处决,掠夺粮食矿产鸦片，指挥上万伪军反复扫荡冀热辽根据地，推行协和会奴化教育。,日本战败潜逃长春，被揭发抓捕，1951 公审处决
张海鹏,洮南（大本营），势力覆盖整个白城地区,吉林,白城,[伪洮辽警备司令，伪满侍从武官长],MEDIUM,围剿,,伪职：伪洮辽警备司令，伪满侍从武官长；罪行：九一八事变投降日本，以洮南为基地组建伪军，充当日军进攻黑龙江马占山的先锋；镇压嘎达梅林起义，在白城??洮南一带搜刮粮草、围剿抗日武装，残害爱国群众。；结局：1945 年被苏军捕获，1951 年病死抚顺战犯管理所。,镇压嘎达梅林起义，在白城??洮南一带搜刮粮草、围剿抗日武装，残害爱国群众。,1945 年被苏军捕获，1951 年病死抚顺战犯管理所。
